polstn,pol,stn,stn_no,lat,lon,tribmarsh,region,loc,loc_code,habitat,tidesta,station_name
NB-1605,NB-1605,NA,NA,37.648814,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1606,NB-1606,NA,NA,37.648814,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1607,NB-1607,NA,NA,37.648814,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1608,NB-1608,NA,NA,37.648814,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1609,NB-1609,NA,NA,37.648814,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-161,NB-161,NA,NA,38.276899,-122.286383,Napa River,North Bay,Napa River,NPR,Marina,"NAPA, NAPA RIVER",9415623
NB-1610,NB-1610,NA,NA,37.648814,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1611,NB-1611,NA,NA,37.648814,-122.178786,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1612,NB-1612,NA,NA,37.648815,-122.167712,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1613,NB-1613,NA,NA,37.648791,-122.158793,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1614,NB-1614,NA,NA,37.640897,-122.385737,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1615,NB-1615,NA,NA,37.640201,-122.37485,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1616,NB-1616,NA,NA,37.640201,-122.362335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1617,NB-1617,NA,NA,37.640201,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1618,NB-1618,NA,NA,37.640201,-122.333193,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1619,NB-1619,NA,NA,37.640201,-122.32056,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1620,NB-1620,NA,NA,37.640201,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1621,NB-1621,NA,NA,37.640201,-122.298064,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1622,NB-1622,NA,NA,37.640201,-122.286828,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1623,NB-1623,NA,NA,37.640201,-122.274057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1624,NB-1624,NA,NA,37.640201,-122.260524,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1625,NB-1625,NA,NA,37.640201,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1626,NB-1626,NA,NA,37.640201,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1627,NB-1627,NA,NA,37.640201,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1628,NB-1628,NA,NA,37.640201,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1629,NB-1629,NA,NA,37.640201,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-163,NB-163,,,38.27873,-122.28568,Napa River,North Bay,Marina,NMR,Slough,,
NB-1630,NB-1630,NA,NA,37.640201,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1631,NB-1631,NA,NA,37.640201,-122.178783,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1632,NB-1632,NA,NA,37.640201,-122.167709,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1633,NB-1633,NA,NA,37.640119,-122.157944,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1634,NB-1634,NA,NA,37.631919,-122.378347,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1635,NB-1635,NA,NA,37.631374,-122.362218,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1636,NB-1636,NA,NA,37.631278,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1637,NB-1637,NA,NA,37.631278,-122.333189,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1638,NB-1638,NA,NA,37.631278,-122.320557,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1639,NB-1639,NA,NA,37.631278,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1640,NB-1640,NA,NA,37.631278,-122.298066,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1641,NB-1641,NA,NA,37.631278,-122.28683,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1642,NB-1642,NA,NA,37.631278,-122.274055,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1643,NB-1643,NA,NA,37.631278,-122.260523,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1644,NB-1644,NA,NA,37.631278,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1645,NB-1645,NA,NA,37.631278,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1646,NB-1646,NA,NA,37.631278,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1647,NB-1647,NA,NA,37.631278,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1648,NB-1648,NA,NA,37.631278,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1649,NB-1649,NA,NA,37.631278,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1650,NB-1650,NA,NA,37.631278,-122.17878,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1651,NB-1651,NA,NA,37.631278,-122.167706,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1652,NB-1652,NA,NA,37.631196,-122.156934,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1653,NB-1653,NA,NA,37.622337,-122.361615,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1654,NB-1654,NA,NA,37.622236,-122.348058,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1655,NB-1655,NA,NA,37.622236,-122.333185,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1656,NB-1656,NA,NA,37.622236,-122.320554,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1657,NB-1657,NA,NA,37.622236,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1658,NB-1658,NA,NA,37.622236,-122.298067,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1659,NB-1659,NA,NA,37.622236,-122.286831,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1660,NB-1660,NA,NA,37.622236,-122.274053,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1661,NB-1661,NA,NA,37.622236,-122.260521,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1662,NB-1662,NA,NA,37.622236,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1663,NB-1663,NA,NA,37.622236,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1664,NB-1664,NA,NA,37.622236,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1665,NB-1665,NA,NA,37.622236,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1666,NB-1666,NA,NA,37.622236,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1667,NB-1667,NA,NA,37.622236,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1668,NB-1668,NA,NA,37.622236,-122.178777,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1669,NB-1669,NA,NA,37.622236,-122.167703,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1670,NB-1670,NA,NA,37.622271,-122.156601,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1671,NB-1671,NA,NA,37.611264,-122.36688,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1672,NB-1672,NA,NA,37.613203,-122.34803,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1673,NB-1673,NA,NA,37.613216,-122.333181,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1674,NB-1674,NA,NA,37.613223,-122.320552,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1675,NB-1675,NA,NA,37.613228,-122.309106,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1676,NB-1676,NA,NA,37.613234,-122.298069,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1677,NB-1677,NA,NA,37.613239,-122.286834,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1678,NB-1678,NA,NA,37.613245,-122.274053,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1679,NB-1679,NA,NA,37.613252,-122.26052,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1680,NB-1680,NA,NA,37.613258,-122.248204,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1681,NB-1681,NA,NA,37.613264,-122.236158,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1682,NB-1682,NA,NA,37.61327,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1683,NB-1683,NA,NA,37.613275,-122.212857,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1684,NB-1684,NA,NA,37.613281,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1685,NB-1685,NA,NA,37.613286,-122.189919,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1686,NB-1686,NA,NA,37.613291,-122.178773,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1687,NB-1687,NA,NA,37.613297,-122.1677,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1688,NB-1688,NA,NA,37.613145,-122.155323,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1689,NB-1689,NA,NA,37.605679,-122.373087,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1690,NB-1690,NA,NA,37.603774,-122.36222,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1691,NB-1691,NA,NA,37.603695,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1692,NB-1692,NA,NA,37.603702,-122.333175,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1693,NB-1693,NA,NA,37.603708,-122.320547,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1694,NB-1694,NA,NA,37.603713,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1695,NB-1695,NA,NA,37.603719,-122.29807,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1696,NB-1696,NA,NA,37.603724,-122.286834,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1697,NB-1697,NA,NA,37.60373,-122.274049,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1698,NB-1698,NA,NA,37.603737,-122.260517,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1699,NB-1699,NA,NA,37.603743,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-170,NB-170,NA,NA,38.267532,-122.285536,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-1700,NB-1700,NA,NA,37.603749,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1701,NB-1701,NA,NA,37.603754,-122.224069,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1702,NB-1702,NA,NA,37.60376,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1703,NB-1703,NA,NA,37.603766,-122.201339,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1704,NB-1704,NA,NA,37.603771,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1705,NB-1705,NA,NA,37.603776,-122.178769,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1706,NB-1706,NA,NA,37.603782,-122.167696,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1707,NB-1707,NA,NA,37.603787,-122.156336,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1708,NB-1708,NA,NA,37.603652,-122.148164,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1709,NB-1709,NA,NA,37.595522,-122.360276,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1710,NB-1710,NA,NA,37.595387,-122.348071,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1711,NB-1711,NA,NA,37.594362,-122.332927,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1712,NB-1712,NA,NA,37.594652,-122.320631,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1713,NB-1713,NA,NA,37.594173,-122.309085,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1714,NB-1714,NA,NA,37.594158,-122.298072,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1715,NB-1715,NA,NA,37.594158,-122.286836,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1716,NB-1716,NA,NA,37.594158,-122.274048,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1717,NB-1717,NA,NA,37.594158,-122.260516,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1718,NB-1718,NA,NA,37.594158,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1719,NB-1719,NA,NA,37.594158,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1720,NB-1720,NA,NA,37.594159,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1721,NB-1721,NA,NA,37.594158,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1722,NB-1722,NA,NA,37.594158,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1723,NB-1723,NA,NA,37.594158,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1724,NB-1724,NA,NA,37.594158,-122.178767,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1725,NB-1725,NA,NA,37.594158,-122.167692,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1726,NB-1726,NA,NA,37.594158,-122.156335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1727,NB-1727,NA,NA,37.594232,-122.148519,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1728,NB-1728,NA,NA,37.584454,-122.309431,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1729,NB-1729,NA,NA,37.584284,-122.298067,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1730,NB-1730,NA,NA,37.584284,-122.286837,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1731,NB-1731,NA,NA,37.584278,-122.274054,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1732,NB-1732,NA,NA,37.584279,-122.260516,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1733,NB-1733,NA,NA,37.584284,-122.248198,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1734,NB-1734,NA,NA,37.584284,-122.236158,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1735,NB-1735,NA,NA,37.584283,-122.224076,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1736,NB-1736,NA,NA,37.584283,-122.212857,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1737,NB-1737,NA,NA,37.584283,-122.201335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1738,NB-1738,NA,NA,37.584284,-122.189915,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1739,NB-1739,NA,NA,37.584284,-122.178764,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1740,NB-1740,NA,NA,37.584284,-122.16769,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1741,NB-1741,NA,NA,37.584283,-122.156335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1742,NB-1742,NA,NA,37.583856,-122.14624,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1743,NB-1743,NA,NA,37.577051,-122.306259,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1744,NB-1744,NA,NA,37.559975,-122.290111,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1745,NB-1745,NA,NA,37.576009,-122.287004,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1746,NB-1746,NA,NA,37.574858,-122.273915,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1747,NB-1747,NA,NA,37.574875,-122.260148,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1748,NB-1748,NA,NA,37.574409,-122.248186,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1749,NB-1749,NA,NA,37.57441,-122.23616,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1750,NB-1750,NA,NA,37.574409,-122.224087,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1751,NB-1751,NA,NA,37.574408,-122.212859,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1752,NB-1752,NA,NA,37.574409,-122.201327,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1753,NB-1753,NA,NA,37.574409,-122.189907,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1754,NB-1754,NA,NA,37.574409,-122.178759,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1755,NB-1755,NA,NA,37.574409,-122.167692,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1756,NB-1756,NA,NA,37.574408,-122.156335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1757,NB-1757,NA,NA,37.574238,-122.14421,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1758,NB-1758,NA,NA,37.565839,-122.248045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1759,NB-1759,NA,NA,37.565486,-122.236162,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1760,NB-1760,NA,NA,37.565486,-122.224098,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1761,NB-1761,NA,NA,37.565485,-122.21286,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1762,NB-1762,NA,NA,37.565486,-122.20132,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1763,NB-1763,NA,NA,37.565486,-122.1899,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1764,NB-1764,NA,NA,37.565486,-122.178755,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
